design,arm,block,seed,job,engine,covariance,lambda,population,restarts_planned,budget,score,scored_evaluations,final_score,evaluations,iterations,restarts,stop_reason,converged,elapsed_s,pinned,dimension,matched,partial_cents,partial_level_db,partial_decay_octaves,partial_missing,partial_extra,spectral_fine_db,spectral_coarse_db,envelope_db,onset_db,decay_slope_dbps,waveform,mayfly_version,cmaes_version,revision
rounds-24k,mayfly-single,0,124000,b00-mayfly-single,mayfly,,,10,1,24000,0.27112518667859481,23961,0.27112518650528306,24003,571,0,max_evaluations,false,64.107406662000002,6,30,6,0.15007834665357472,1.6761146534747369,0.00052417308937597706,0.27646597366737025,0,8.7185083477361651,9.6724321814062915,0.92503490375923381,12.404751515799877,0.060712693265134732,0.52066788697209798,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-r16,0,124000,b00-mayfly-r16,mayfly,,,10,16,24000,0.31520353576365034,21029,0.31520353576365034,24009,564,0,max_evaluations,false,78.448638449000001,0,30,1,0.027637245430278724,0,0.0051149163003424451,0.83966129605197193,0.14890596185549912,13.728508555269466,16.747630193737869,0.92398864747287635,11.110193950401438,0.39209496974309666,0.78302406585789674,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-single,1,124001,b01-mayfly-single,mayfly,,,10,1,24000,0.28776025267838828,20307,0.28776025267838828,24003,571,0,max_evaluations,false,69.467036829999998,8,30,6,0.15167230925912201,4.5895750926603673,0.0054869004441932198,0.27646597366737025,0,8.8249143133628092,9.7412268834572249,1.2022379874142501,12.426384656448661,0.00032640032121555862,0.41417648046752031,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-r16,1,124001,b01-mayfly-r16,mayfly,,,10,16,24000,0.31367676116437332,1491,0.31367676116437332,24009,564,0,max_evaluations,false,61.464104120000002,4,30,5,0.2098310363317091,4.3490851781962796,0.031967890145965745,0.44329200104658129,0,9.8690603843307425,10.950052278664334,1.2518087592560778,13.425452294976521,0.01883832376402772,0.53714332999571002,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-single,2,124002,b02-mayfly-single,mayfly,,,10,1,24000,0.25789208967526261,23919,0.25789208967526261,24003,571,0,max_evaluations,false,63.193826297999998,6,30,6,0.15591531367694389,0.018349882096362308,0.0070866540923299288,0.27646597366737025,0,8.6701515879648969,9.6330203557878473,0.89363965155358327,12.7207716639286,0.22163929326632825,0.51867803444370841,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-r16,2,124002,b02-mayfly-r16,mayfly,,,10,16,24000,0.31132096850820412,1533,0.31132096850820412,24009,564,0,max_evaluations,false,67.916366589000006,7,30,6,0.235861691489235,5.7040259495182699,0.001670319854306092,0.27646597366737025,0,9.2318782783705675,10.333337631897221,1.0455715649074215,12.841727265733953,0.6690689114108217,0.71961973007125446,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-single,3,124003,b03-mayfly-single,mayfly,,,10,1,24000,0.25847807895176761,23121,0.25847807895176761,24003,571,0,max_evaluations,false,70.962114659999997,5,30,6,0.15915595258343801,0.32059848841896094,0.0014381377956819551,0.27646597366737025,0,8.5549164069840931,9.6332138398811704,0.63592530747316711,15.381145561709962,0.29190405730303759,0.52111757830255045,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-r16,3,124003,b03-mayfly-r16,mayfly,,,10,16,24000,0.30899828886770536,1533,0.30899828886770536,24009,564,0,max_evaluations,false,68.647902404999996,8,30,6,0.23697258246783023,5.6261509667244596,0.0023304031598895356,0.27646597366737025,0,9.1769315450956839,10.210570326655382,1.2341358996636818,13.525073210340118,0.29432217676037986,0.60613253410736312,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-single,4,124004,b04-mayfly-single,mayfly,,,10,1,24000,0.28687695007063646,23961,0.28687695006618125,24003,571,0,max_evaluations,false,71.464576749000003,5,30,6,0.15452165544669849,4.5419729052136448,0.0002352502966783021,0.27646597366737025,0,8.718597992060813,9.5943474127065027,1.1833458626076085,12.367922514548155,0.00064361905119092455,0.43599524808034762,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-24k,mayfly-r16,4,124004,b04-mayfly-r16,mayfly,,,10,16,24000,0.30469671514827734,1491,0.30469671514827734,24009,564,0,max_evaluations,false,61.650077777999996,8,30,6,0.15982648253485562,6.3378524999570471,0.0064316203608333952,0.27646597366737025,0,9.2455749053100273,10.384965750808023,1.3161670991665206,13.382191658669967,0.0070037395818527415,0.48073435217597549,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
