design,arm,block,seed,job,engine,covariance,lambda,population,restarts_planned,budget,score,scored_evaluations,final_score,evaluations,iterations,restarts,stop_reason,converged,elapsed_s,pinned,dimension,matched,partial_cents,partial_level_db,partial_decay_octaves,partial_missing,partial_extra,spectral_fine_db,spectral_coarse_db,envelope_db,onset_db,decay_slope_dbps,waveform,mayfly_version,cmaes_version,revision
engine-shape,sep-cmaes-ipop,8,121008,b08-sep-cmaes-ipop,cmaes,separable,14,,0,24000,0.2941117126641159,14673,0.2941117126641159,24000,1714,1,max_evaluations,false,65.030970530000005,0,30,1,0.0036106729740411499,0,7.8823802867730754e-05,0.83966129605197193,0.16159513506309064,13.575734843983501,16.569233734095015,0.6270902517491117,8.3814878148333154,0.0034193789029242083,0.72564414264788402,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,mayfly-single,9,121009,b09-mayfly-single,mayfly,,,10,1,24000,0.29424180083539492,23961,0.29424180083539492,24003,571,0,max_evaluations,false,73.088547528999996,7,30,4,0.13743175321075471,0.78631115111718619,0.00025125185603924201,0.56132079637666832,0,9.6209651245999321,10.844461714358355,1.3406495843076698,14.635497161594275,7.105871039314593e-05,0.54533144036825065,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,mayfly-r16,9,121009,b09-mayfly-r16,mayfly,,,10,16,24000,0.32556266929145394,12005,0.32556266929145394,24009,564,0,max_evaluations,false,71.630505545000005,1,30,1,0.041159637587971275,0,0.011312486641953168,0.83966129605197193,0.32108488545033598,13.461900633387689,16.488401918730666,0.73660092600329963,20.155212006663817,0.0089225632812812705,0.72480639917890555,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,sep-cmaes-r,9,121009,b09-sep-cmaes-r,cmaes,separable,14,,0,24000,0.32626700397644953,23849,0.32626700397644953,24000,1715,5,max_evaluations,false,66.206512950000004,0,30,1,0.02575720683555725,0,0.00038232249973646493,0.83966129605197193,0.15613963592435987,13.967749633611007,16.971942426167576,0.93396060835745265,19.912387894560794,0.084228276957329484,0.73761880159782778,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,blk-cmaes-r,9,121009,b09-blk-cmaes-r,cmaes,block,14,,0,24000,0.32538922700757295,4761,0.32538922700757295,24000,1715,5,max_evaluations,false,76.361815768,0,30,1,0.032910965200949598,0,0.0082584769790816637,0.83966129605197193,0.16256498612195028,13.866456743476071,16.968264167610872,0.68890473042609179,23.794111389144522,0.084773903256353478,0.74387654259429903,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,sep-cmaes-ipop,9,121009,b09-sep-cmaes-ipop,cmaes,separable,14,,0,24000,0.31331429034828584,23997,0.31330835603302704,24000,1714,1,max_evaluations,false,72.204547634999997,0,30,1,0.00086097904184636339,0,0.00033887280599453895,0.888986255167315,0.10970961830744838,17.109023564335189,20.768004872139834,0.5211397283296072,10.103960517049735,0.010301105676530753,0.9994130790942195,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,mayfly-single,10,121010,b10-mayfly-single,mayfly,,,10,1,24000,0.25662322831202961,23961,0.25662322831202961,24003,571,0,max_evaluations,false,87.481850299000001,7,30,6,0.15764921287367792,0.11273852564299169,0.005461156727072496,0.27646597366737025,0,8.6742959271014239,9.7543169695552798,0.82634457781533477,12.796855962363525,0.23367485669243315,0.49853487875093999,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,mayfly-r16,10,121010,b10-mayfly-r16,mayfly,,,10,16,24000,0.29633522412490043,1533,0.29633522412490043,24009,564,0,max_evaluations,false,92.85494242,6,30,6,0.11221172510440815,4.8798845245908469,0.0022323018835000009,0.27646597366737025,0,9.1920336457321739,10.301687230000981,1.3044254409074574,12.966191293296653,0.096554512450090613,0.44200060340202479,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,sep-cmaes-r,10,121010,b10-sep-cmaes-r,cmaes,separable,14,,0,24000,0.30901670918528457,19049,0.30901670918528457,24000,1715,5,max_evaluations,false,84.821056440000007,1,30,1,0.022496529498315224,0,0.00055576059552325731,0.83966129605197193,0.16877424454276244,12.796250033162053,15.719397087564378,0.58334675945558001,18.038529882047754,0.051706856689614611,0.70959529050727965,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
engine-shape,blk-cmaes-r,10,121010,b10-blk-cmaes-r,cmaes,block,14,,0,24000,0.32379661241571622,19105,0.32379661241571622,24000,1715,5,max_evaluations,false,89.291787063000001,0,30,1,0.11079162196749869,0,0.00068809651874202071,0.83966129605197193,0.17721409046866149,12.851507041947633,15.828150522323163,0.6047803725493951,27.086211959957492,0.2393060963724789,0.74425689063057665,v0.7.1,v0.1.0,9704ed4d6f1a2a3960bf398df7191ba1958820cb
