design,arm,block,seed,job,engine,covariance,lambda,population,restarts_planned,budget,score,scored_evaluations,final_score,evaluations,iterations,restarts,stop_reason,converged,elapsed_s,pinned,dimension,matched,partial_cents,partial_level_db,partial_decay_octaves,partial_missing,partial_extra,spectral_fine_db,spectral_coarse_db,envelope_db,onset_db,decay_slope_dbps,waveform,mayfly_version,cmaes_version,revision
rounds-12k,mayfly-single,0,123000,b00-mayfly-single,mayfly,,,10,1,12000,0.2873845596887758,11739,0.2873845596887758,12033,286,0,max_evaluations,false,32.502429450000001,8,30,4,0.11489904124681444,0.20677221691204217,0.0029270267187696225,0.56132079637666832,0,9.7899921710547062,11.142473564158683,1.3252579389786188,14.23656220961565,2.0965103312065025e-05,0.51517489617830559,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-r16,0,123000,b00-mayfly-r16,mayfly,,,10,16,12000,0.34181848670907966,9753,0.34181848670907966,12039,279,0,max_evaluations,false,30.340615286999999,3,30,1,0.17862666950300388,0,0.011312486641953168,0.83966129605197193,0.31612966655959734,13.493100017653862,16.3685781473711,0.87672033049318032,29.13292943828186,0.32805551757024709,0.71926980519296013,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-single,1,123001,b01-mayfly-single,mayfly,,,10,1,12000,0.27475112840942834,11991,0.27475112840942834,12033,286,0,max_evaluations,false,32.048073602000002,7,30,4,0.16333839480028547,0.046403150309804068,0.0013200351923314997,0.56132079637666832,0,9.2799465073660183,10.512620771819648,0.89466142328795195,12.341916256966917,0.43088703192337974,0.55236890010767326,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-r16,1,123001,b01-mayfly-r16,mayfly,,,10,16,12000,0.34309707408815421,5999,0.34309707408815421,12039,279,0,max_evaluations,false,30.135759347,1,30,1,0.18118201136860682,0,0.059744914562471857,0.83966129605197193,0,12.631507436734147,15.506855226580079,1.1061730266934142,30.243215499753013,1.0747306315785536,0.66798917012629111,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-single,2,123002,b02-mayfly-single,mayfly,,,10,1,12000,0.26969596780169336,11949,0.26969581368338075,12033,286,0,max_evaluations,false,32.244772373000004,7,30,4,0.162655352149573,0.92667723108111688,0.0066949677011291335,0.45112907603248775,0,8.9809241836370184,10.312415523911829,0.65487295200561146,12.468569785360065,0.14590098304990562,0.52699799481821752,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-r16,2,123002,b02-mayfly-r16,mayfly,,,10,16,12000,0.33645368086719102,5265,0.33645368086719102,12039,279,0,max_evaluations,false,30.639363973999998,0,30,1,0.039153257570289597,0,0.00079009400640617233,0.83966129605197193,0,12.580508748097783,15.389722908026265,1.7945378647358901,15.594516667537649,1.8923878949217183,0.64670406010314252,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-single,3,123003,b03-mayfly-single,mayfly,,,10,1,12000,0.29599248363725955,11991,0.29599248363725955,12033,286,0,max_evaluations,false,31.680146725,8,30,6,0.067605490577508059,4.9868258338728122,0.00036489995270409472,0.27646597366737025,0,9.0167490523868796,10.058186935968621,1.3426452826154451,13.335879940012772,1.1291567604487796e-05,0.45228098431167535,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-r16,3,123003,b03-mayfly-r16,mayfly,,,10,16,12000,0.35322894999218235,10529,0.35322894999218235,12039,279,0,max_evaluations,false,30.783258960000001,0,30,1,0.011422113455328287,0,0.21580091853891073,0.83966129605197193,0.137528185096391,13.168097392529786,16.159464365620384,1.5759819416562257,18.75662116007193,0.20671927853794791,0.62912231643449601,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-single,4,123004,b04-mayfly-single,mayfly,,,10,1,12000,0.28418321685146636,11991,0.28418152061255164,12033,286,0,max_evaluations,false,32.284678323999998,6,30,5,0.1503094661681687,1.4014180810427697,0.0019234108134108293,0.44329200104658129,0,8.8412715264712194,9.8178144419037263,0.98239481701093112,12.48719035688829,0.59058765839173333,0.54613138225658664,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
rounds-12k,mayfly-r16,4,123004,b04-mayfly-r16,mayfly,,,10,16,12000,0.32928297748019464,1511,0.32928297748019464,12039,279,0,max_evaluations,false,30.270918906999999,0,30,1,0.014107821818602971,0,0.0105494164283406,0.83966129605197193,0.17285747644413119,13.281367045433763,16.247729036650703,1.0641893524868653,20.975921011445756,0.08703032004601674,0.71185277193587104,v0.7.1,v0.1.0,bfc780b798ee010238c69c58a57bd3f31065e843
